"geneSym","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","GSM1321185","GSM1321186","GSM1321187","GSM1321188","GSM1321189","GSM1321190","GSM1321191","GSM1321192","GSM1321193","GSM1321194","GSM1321195","GSM1321196"
"Nus1",0.00010212953638622,0.00156387501970216,24,14.8371145094742,2118.54166666667,214.97133167815,0.101471373001782,2122.6,1806.1,1829.2,1992.4,2159.7,1957.2,2343.7,2503.2,2395.3,2265.3,2059.2,1925.5
"Crtc3",0.000102576721576875,0.00156937087452124,24,22.8316639262981,409.783333333333,81.5633970805278,0.199040298728257,479.2,378.3,501.2,398.9,320.9,264.1,354.8,322.6,434.4,386.4,436.7,453
"Riok2",0.000102831849477902,0.00157259752259626,24,14.9069170799245,1547.25416666667,156.874592586019,0.101389025775889,1496.9,1287.3,1259.7,1290.5,1794.4,1508.2,1674.7,1733,1558.8,1645,1625.6,1547.4
"NaN_5201",0.00010369287943135,0.00158206764220899,24,0.769377144829499,251.320833333333,47.2114977275625,0.187853498261104,258.3,259.5,354.2,273.7,209.6,211.9,196.5,190.4,253.9,306.7,252.4,288.4
"Dcaf6",0.000103762564451326,0.00158206764220899,24,4.83453081268455,550.3,113.060616581967,0.205452692316858,591.7,593.4,643.6,581.1,685.3,546.8,540.8,356,431.1,428.7,496.9,460.3
"NaN_1784",0.000103881724725641,0.00158320557408696,24,22.511929547395,3367.45416666667,420.515104410035,0.124876266638631,3514.2,3557.6,3196.5,2929.6,2926.8,3135.3,3436.4,2857.8,3381.1,3810.6,3765.4,4010.3
"NaN_758",0.000104153180896405,0.00158598308349146,24,21.9225746961615,592.866666666667,136.716733299029,0.230602833631556,605.6,612.6,620.4,533.8,453.3,310.6,568.1,553,687.5,602.2,608.7,783.5
"Gm8430||LOC102631952||Rps27a",0.000104321008210451,0.00158785863353201,24,10.8372915783725,1175.65,148.067691324419,0.125945384531467,1127.6,1120.5,1100.4,1057.8,1188.3,1440.5,1320.8,1308.4,1309.2,1074.6,1027.3,1069.4
"Cox19",0.000104454770059159,0.00158921429363434,24,22.6705609942249,383.416666666667,60.600242110766,0.158053228717494,438.3,384.1,372.8,389.2,366.7,274.8,320.9,298.9,431.2,410.8,406.3,420.4
"Klk1b4",0.000105123005021523,0.00159801349574403,24,21.7266436672744,228.445833333333,50.676046010857,0.221829592036874,289.2,263.2,292.5,191.1,194.2,131.7,188.9,232.1,240.5,275.8,332.8,265.6
"Csnk1g3",0.000105576167998889,0.00160300838535205,24,12.3341118166756,640.008333333333,80.9162211877611,0.126429949382577,633.5,549.1,598.6,606.4,748.5,634.5,701.6,707.3,709.2,620,612.1,546.6
"Serp1",0.000106181036384045,0.00161065398023512,24,17.9986545925001,6622.9875,695.716160768961,0.10504567021589,6729.5,5606.9,5968.6,5582.5,6628.6,5384.5,6529.6,7301,7450.8,8021.7,7199.5,6947.5
"Wdr19",0.000106312723325397,0.00161196383392657,24,23.0886898308875,108.670833333333,17.1892581157895,0.158177291813561,119.4,106,127.4,92.7,100.8,90.2,115.2,83.5,105.7,116.8,135.5,129.5
"Tubgcp3",0.000107457573888081,0.00162724084206329,24,1.16067723994815,341.3375,39.8110518196631,0.116632517141138,407,364.1,404.5,329.8,360.1,245.1,324.5,268.6,348.2,324.1,351.6,370.2
"Cda",0.000107610734670693,0.00162817331146858,24,22.121313049688,692.420833333334,255.916938011283,0.369597397552717,759.9,897.1,811.3,495.7,315.7,338.9,371.8,530.7,607.1,767,776,862.2
"NaN_2216",0.000108075294161569,0.00163450666065876,24,3.92793628779765,1061.0875,116.931834269846,0.110199992243661,1006.4,1151.1,1275.5,1157.9,1159.4,908.3,1120.8,922,898.2,990.4,998.4,1071.2
"Erbb2ip",0.000108267814891372,0.00163672212001599,24,8.51085561751225,1899.2125,209.19330136043,0.110147390752973,1890.8,1816.4,2044,2030.7,2178.3,1877.6,2087.7,1776.2,1810.9,1789.8,1773.6,1697.1
"Hsd17b2",0.000108865037142802,0.00164365403849235,24,2.1041419841699,4522.72916666667,499.317320756519,0.110401773432859,4801.9,4720.7,5308.5,5210.1,5018.3,3630.8,4431.2,4267.2,4334.3,4430.3,4442.9,4808.9
"NaN_5015",0.000109956158285018,0.00165682055455045,24,22.0832295612689,739.745833333334,135.901790916287,0.183714168829997,839.8,652.1,707.7,644.9,705.1,506.1,611.7,704.1,803.2,800.2,839,800.4
"Mfsd2a",0.000109970089682165,0.00165682055455045,24,11.5103388498885,1281.74166666667,771.027682658352,0.601546866041663,359.8,1139.6,310.6,1715.3,1638.5,2019.8,2000.6,1825,1963.3,832.2,924,1025.7
"Pdzd11",0.000110229930243455,0.0016600319355088,24,20.6981271364348,384.3,58.7787526986857,0.152950176161035,432.6,362,394.3,325.3,378.3,239.1,364.2,382.6,458.2,458.1,470.3,441.4
"Pycrl",0.000111786783923762,0.00168276498272366,24,16.9968324475592,362.279166666667,41.2045231941685,0.113736938210639,374.3,320.9,296.9,329.5,340.1,312.5,384.3,404.5,361.7,405.3,453,380.6
"Sfswap",0.000113317323856887,0.00170508284682839,24,3.46172948561995,336.0625,35.4897805115089,0.105604703028481,358.6,346,390,318.3,358.5,299,342.6,292.2,313.3,313.9,332.7,349.5
"Erp29",0.000113490616211465,0.00170696799916025,24,21.1265117094406,272.383333333333,31.8030951085795,0.116758594292038,325.8,242.4,286.9,260.4,273.6,195.2,261.4,259.5,289.5,306.6,309.3,295.2
"Snora23",0.000114492605874372,0.00172131039935272,24,11.0549246861212,413.458333333333,88.7022374841098,0.214537307227515,350.7,307.1,336.9,422.2,484.4,460.9,575.4,411.6,425.8,333.5,352.1,312.9
"Elac1",0.000115388701455776,0.00173404931063465,24,22.8100912056489,189.6625,25.3099428435518,0.133447269985114,194.4,208.6,196.5,154.7,184.9,148.6,178.1,159.3,181.8,204.3,217.6,194.2
"Iws1",0.000115584213132069,0.00173552038941041,24,4.5761328690956,501.758333333333,63.2321873174685,0.126021200081318,547.7,558.2,634.4,562.4,583.1,400.1,533.8,444,470.9,456.3,492,459.1
"Als2cl",0.000116124057371825,0.00174142006913227,24,20.9493338473952,217.904166666667,43.7436277711556,0.200747091899676,303,207.8,210.7,188.9,180.1,145.5,205.9,225,280.4,222.8,250.5,262
"Stk4",0.000116744456599593,0.00174924816639492,24,23.3124179328968,605.070833333334,64.3926704501449,0.106421706191663,696.8,575.6,642.6,596.8,602.8,429.5,578.9,528.3,595.3,626.5,669.1,646
"NaN_3751",0.000117329142382605,0.00175726831784158,24,22.6352996572046,1072.69583333333,178.320928486888,0.166236246050073,1516.1,1139.8,1289,1119.7,1085.9,695.6,874.9,786.5,1037.4,960.3,1307.2,1146.2
"Cxcl16",0.000118126909060545,0.0017677274320525,24,21.720518428516,241.333333333333,25.5874274057169,0.106025251681147,282.7,239.9,242.1,221.9,220.6,202.8,235,191.8,246,245.7,261.4,255.1
"Mrps17",0.000118558434295202,0.00177269288889831,24,22.6509172660124,152.404166666667,19.2474422882678,0.126292100204617,174.8,162.9,159.1,149.3,150.2,97.1,143.9,129.5,168.5,149.2,164.7,166.7
"Parp2",0.00011889444158808,0.00177696963644631,24,23.8292013122479,249.020833333333,36.2357964568522,0.145513112183461,283.4,263,326.2,225,251.7,171.5,235.4,207.4,236.4,268.9,287.4,246.1
"Rbm12b2",0.00011906350785218,0.0017787487752908,24,21.3369619396508,284.458333333333,60.9274095670484,0.214187465886797,319.1,248.4,264.8,209.7,236.7,249.9,207.9,222.1,359.5,365.8,342.4,309.6
"Nme7",0.000119244096655646,0.00178069848831926,24,3.6345441978676,240.8875,35.9069579372373,0.149061109178506,263.9,265.7,296.6,246.3,292.1,207.3,253.4,182.1,234.4,226.6,257.6,242.5
"Champ1",0.000119981629464139,0.00179096004081735,24,21.9264055950354,317.4125,31.8289783413788,0.10027638590597,346.4,322.4,311.5,303.2,291.2,261.5,303.4,324.9,314.3,348.6,328.9,374.1
"1600014C10Rik",0.000120379871417442,0.00179503734128225,24,8.7341778126515,1003.57083333333,112.39251406049,0.111992607125878,861.8,975.5,1028.5,998.8,1147.8,1060.6,1169.5,941.8,989.5,891.3,935.4,909.3
"Abcb4",0.000120406234080273,0.00179503734128225,24,6.4003362191511,3230.94583333334,372.462520392993,0.115279716716491,3168.7,3249.7,3301,3411.5,3647.2,3231.5,3253.7,2832,3082.1,3082.7,3259.8,2940
"LOC102632213",0.000121096109579888,0.001803809498208,24,3.64699551719965,139.320833333333,14.2500876470093,0.102282532382756,129.3,142.3,163.8,137.2,140.1,145.3,127.4,126.5,122,138.8,143.8,140.8
"NaN_6440",0.000121493793383221,0.00180897542610293,24,22.4524558913689,364.125,64.4483959887982,0.176995251599858,433.5,373.7,413.8,296.5,338.9,276.8,314.8,347.8,405.3,435.6,447.3,370.8
"NaN_4645",0.000121728095199725,0.00181094734431858,24,22.5451876640353,1346.6,263.651369392219,0.195790412440382,1446,1252,1444.9,1207.8,1362.1,947.2,1153.1,1250.6,1378.1,1761.7,1543.5,1596.3
"NaN_11081",0.000123114312909456,0.00182927392804372,24,23.8367857058588,3450.06666666667,1105.94332174201,0.320557087324499,4258.7,4293.6,3398,2440.7,2673.8,2352.2,1547.9,3275.9,2589.6,3442.6,4303.2,4656
"Snord15a",0.000123352025664381,0.0018320403611206,24,13.4882179713063,113.166666666667,11.6452544266029,0.102903573725504,113.8,93.6,100.3,108.2,114.5,120.1,128.3,122.4,116.3,113.7,108.3,100.9
"Cnnm4",0.000124613463358902,0.00184737355064283,24,20.0047296078643,124.741666666667,15.7305029045622,0.126104639491447,128.7,109,116.8,109.7,107.5,104.1,118.7,117.2,150.6,122.5,150.1,135.1
"Med6",0.000124687549492686,0.00184737355064283,24,22.8157062655923,770.416666666667,126.503260511363,0.164201095309503,902.7,761.5,831.2,635.2,805.2,521.2,635.3,645.7,787.5,893.6,875.9,903.2
"P4ha2",0.000126034522761387,0.00186487036675151,24,16.555366773791,115.904166666667,19.8707053526051,0.171440819808938,120,91.4,100.8,103.5,106.8,89.1,131.2,134.7,148.8,135.9,133,107.4
"Mettl20",0.000126167062662774,0.00186605494177937,24,20.6883861981903,1958.19166666667,492.887612857362,0.251705500154834,1697.8,1795.1,977.5,1658.9,1405.6,1586.1,1775,1575.2,2118.3,2646.3,2691.5,2520
"NaN_4946",0.000127719281547867,0.00188744254975725,24,22.2516209987596,267.35,56.8837430606572,0.212768816385477,279.2,274.3,276.2,196.6,265.6,97.2,208.4,229.6,275.7,279,304.6,338.5
"Mplkip",0.000127832689523322,0.00188833365545959,24,23.2700999044804,470.120833333333,52.1492342374948,0.110927298983406,500.6,479.9,544.5,469.4,439.1,378.6,398.7,444.8,484.6,499.8,528,499.5
"Fnip1",0.000127922846602901,0.00188887720822232,24,7.4214377304686,1011.21666666667,221.578573976501,0.219120769346992,859.7,892.6,1184.6,1151.8,1215.5,1181.6,1129.5,762.5,879.9,855.2,953.2,875.3
"Pot1a",0.000127975733901664,0.00188887720822232,24,23.1605387167162,150.133333333333,22.5397612473714,0.150131624649454,174.7,158,177.9,115.9,150.7,121.4,148.5,118.3,153.4,158.1,178,168.4
"Traf5",0.000128069167006029,0.0018894719095711,24,16.7081698748271,158.470833333333,28.5044552773432,0.179871934019466,191,147.6,146,110.2,151.8,101.4,152.6,196.5,226.3,166,169.7,139.6
"Nr0b2",0.000128587880469766,0.00189476613260796,24,3.8489233040803,947.35,246.149621557477,0.259829652776141,1239.6,1364.6,1694.9,1179.3,798.1,533.4,795,795,777.2,786.6,978.6,780.4
"Glt25d1",0.00012961748639273,0.00190677672576745,24,18.2578097317542,1255.02083333333,126.333925057298,0.100662811087968,1209.4,1232.5,1186.2,1177,1177.2,978.2,1351,1352.9,1418.1,1338.8,1383.9,1425.5
"Fam65b",0.000129827835585017,0.00190908127463228,24,21.9872449576407,106.025,21.0161828081015,0.198219125754317,108.3,123.1,129.8,98.3,88.6,83.3,99.6,82.9,111.8,95.1,142.3,142.6
"NaN_4103",0.000130252103003325,0.0019145282242192,24,22.5530029750227,411.341666666667,82.0513806218652,0.199472572975098,490.2,391.1,460.3,394.2,374.6,277.9,395.6,348.3,395.3,412.5,459.7,579
"Nsmce2",0.000130337419644522,0.00191499061689282,24,3.7317060009818,549.229166666667,74.5060609143451,0.135655688802054,548.6,628.2,659.1,539.6,586.5,514.6,504.7,441.6,507.2,490.9,588.3,575.1
"Ndufs6",0.000130435759727821,0.00191564389627525,24,21.9673496430295,1145.6125,115.72471973538,0.101015587500468,1228.4,1247.1,1232.2,1070.2,1023.9,930.6,1002.6,1199.4,1219,1083.6,1217.2,1327.6
"Foxp1",0.000130891528695276,0.00192154384570158,24,1.23539700610965,479.8625,92.6652109424253,0.193107840146761,462,531.2,658.7,498.8,425,350.3,402.2,318.4,449.7,462,534.5,520.5
"Mitf",0.000131158996245828,0.00192467572039483,24,20.4183123231483,206.579166666667,32.4131883733252,0.156904439573167,275.2,178.9,195,180.1,180.8,152.5,213,201.8,233.1,227.5,277,213.7
"Diap2",0.000131464628231881,0.00192836481906467,24,8.23446465073815,818.3,120.98157697447,0.147845016466418,811.2,775.3,919.2,916.7,1027.8,802.3,924.3,743.5,776.4,766.2,810.2,724.4
"Gfm1",0.000131677763254734,0.00192921597498545,24,21.6957390544941,1150.69166666667,124.255524144066,0.107983335365598,1217,1105,1151.9,983.9,1148.2,923.2,1194.3,1140.7,1236.1,1339.4,1359.4,1270.2
"NaN_5211",0.000131730193261737,0.00192921597498545,24,22.4870735778671,1892.70416666667,210.902230584226,0.11142905177604,2100.6,1836.9,1971,1727.6,1816.3,1468.5,1776.2,1953.1,1847.9,2154.1,1987.3,2202.9
"Stim2",0.000132045472763576,0.00193289783021066,24,14.0704800827522,648.633333333334,96.1900376315316,0.14829647612652,610.4,520,574.7,564.3,723.3,665,838,781.4,777.5,677.2,724.5,573.6
"Kdm5b",0.000134249464104674,0.00195951311400074,24,23.3139706149819,490.554166666667,77.6254175501598,0.158240257294372,541,482.2,606.7,530.6,444.2,368.1,504.8,370.9,487.2,515.3,489.9,577.8
"Ccdc28a",0.000135253853079664,0.00197255373260892,24,23.7723817297994,285.9875,62.5424375201491,0.218689409572618,280.8,344.5,396,259.1,237.9,221.4,277.8,179.1,257,332.8,383.2,326.5
"Mlh1",0.000135493153973099,0.00197523353122898,24,21.1810232868434,286.583333333333,44.2321130892446,0.154342936048542,314.1,304.4,314.7,234.3,286.3,188.6,271.4,277.1,323.4,348.7,355,327.1
"Cdk17",0.000135819890975775,0.00197918526374371,24,23.3225021909953,772.166666666667,82.3731897113922,0.106677992287579,826.4,766.7,860,775.6,741.2,638,699,643.5,795.7,854.5,860.3,854
"Stxbp3a||Stxbp3b",0.000136389304937534,0.00198529047471634,24,3.6531454056338,543.145833333333,64.4417669744745,0.118645422683241,593.8,563.2,682.9,555.7,569.3,481,553.3,447.8,513.6,541,539.5,522.1
"Srsf5",0.00013640636263168,0.00198529047471634,24,5.1955533635616,1008.21666666667,150.358007153685,0.149132634010896,1059.1,1048.4,1417.7,973.8,1124.2,926.2,1094.3,797.2,895.3,843.8,915.4,971.6
"Zfyve9",0.000136563412967639,0.00198676297523623,24,13.8317120563333,418.783333333333,60.7525896361915,0.145069263269451,429.7,345,362.9,376,461.8,394.9,552.6,416.4,513.3,468.9,408.7,352.4
"Pdcd4",0.000136706596404634,0.00198803261421807,24,0.980098381886801,3422.03333333334,758.880338427167,0.221762988406649,3428.3,3884.4,4857.5,3516.2,3147.5,2510,2322.4,2361.5,3102.4,3536.2,3743.5,3802.9
"Ccr5",0.000136996752342577,0.00198981067250518,24,17.0361962042946,107.766666666667,14.8243287414141,0.137559499611018,105.4,87.6,97.7,104.2,113.9,93.8,115.1,108.4,119.4,141.7,115.4,107.4
"Map2k7",0.000137377522975157,0.0019928989012259,24,3.80636562748775,529.983333333333,57.8075958357375,0.109074365550623,550.6,551.8,676.4,578.9,551.7,433.7,534.1,441.9,488.8,459.9,523.7,555.4
"Fam20a",0.000137800080319828,0.00199821356274543,24,23.6172756471868,491.591666666667,82.7145074233088,0.168258563014647,606.9,547,575.9,535,471.2,332.1,377.3,358.1,513.2,488.4,501.6,515.5
"Tmed5",0.00013896691673132,0.00201349131674768,24,11.4136640311999,1122.97083333333,129.505237864596,0.115323776914298,1059.9,965.2,1000.6,1005.5,1312.2,1207,1114.1,1160.8,1190.8,1137.4,1077.5,981
"NaN_4744",0.000139197473874364,0.00201518948740916,24,23.2042207519048,271.179166666667,66.860545271543,0.246554874009654,255.2,314.3,373.5,200.7,259.5,205.6,205.6,216.7,298.5,243.6,294,382.3
"Tti1",0.000139730652011005,0.002020440448517,24,21.4494070413902,515.983333333333,53.3139075368011,0.103324863600506,569.1,480.5,493.7,482.1,499.6,408.3,466.4,498.4,565.1,571.4,591.4,517
"NaN_7324",0.00013991384637646,0.00202226696006562,24,9.8183211729359,282.895833333333,48.8339118253619,0.172621530865113,239.2,277.7,252.1,298.7,318.1,366.4,303.7,325.6,235,237.7,231.9,259.6
"0610009B22Rik",0.000140822508554961,0.0020320962314043,24,21.4779225164752,919.025,129.405560042681,0.140807442716663,1122.1,908,904.5,819.7,852.9,593.2,868.3,906.8,992.3,1012,1047.5,917.6
"Ero1l",0.000141876929019902,0.0020464811716964,24,14.9509761179303,1101.69583333333,141.293612256706,0.128251018095623,1262.7,858.7,899.7,951.6,1126.4,1007.4,1204.8,1330.1,1337.2,1297,1049.1,1010
"Slc25a38",0.000142960372787604,0.00205960251816695,24,20.1577118449443,929.9625,126.02265460579,0.13551369502081,1067.9,870.2,963.5,761.5,798.2,714.7,872.7,970.6,1061.4,977.4,977.1,940.4
"Cd38",0.000143558771312557,0.00206738585370162,24,20.249848967408,898.675,136.305686379584,0.151674060566483,973.5,911.9,800.5,783.6,709.4,713.7,906.5,765.2,960.3,1090,1003.9,984.6
"Lman2l",0.000143650204853518,0.00206786505415858,24,21.4628388339351,465.358333333333,78.0417464294972,0.167702479657964,527.7,452.3,429.6,378.9,401.6,320.4,406.2,388,558.7,567.3,569.2,486
"Foxo3",0.000144004679499043,0.00207212884834803,24,11.8085615939391,695.3,85.7007382978995,0.123257210265928,580.5,623.9,635.9,715.2,756.4,688.9,829.9,693.7,794.3,663.2,688.4,566.7
"Slc25a37",0.000144063464754041,0.00207213614595254,24,14.4306393431678,922.191666666667,118.667780601093,0.128680170175499,944,758.1,845.2,797.8,960.4,881.5,1090.5,1059.8,1106.8,873.1,991.1,800.5
"Hist1h2bm",0.000144566524786449,0.00207853107776263,24,21.4180426075431,388.054166666667,58.7516803695738,0.151400720353663,466.3,347.1,359.2,383.4,385.8,278.3,359,304.5,404.8,432.2,531.2,446.5
"Ston2",0.000146756061397579,0.0021057540432011,24,21.7343394563073,430.516666666667,77.4265227961052,0.179845587385944,478.4,433.9,446.4,393.2,343.6,294.9,411.5,403.9,562.1,476.9,530.2,446.8
"Cphx1||Cphx2",0.000146829524207082,0.00210595827458935,24,21.956470965341,133.016666666667,20.0345401000998,0.150616765568975,126.5,148.3,116.1,125.6,115.3,119.6,118.6,121.9,131.4,146.8,172.6,163.3
"Dynll1",0.000147578940099868,0.00211585354604473,24,19.3942232807041,929.408333333333,201.45010873748,0.216750917236751,1285.9,835.5,749.3,796.8,792,792.6,757.8,1033.5,1012.8,1099.5,1049.1,1058.9
"NaN_6217",0.000147735504195556,0.00211639145333489,24,0.6989245462156,593.608333333333,108.979965181913,0.183589008210093,641.2,701.8,728.6,408.9,598.9,459.1,410.7,440.1,601.8,614.3,627.3,677.6
"Lta4h",0.00014782484305631,0.0021168184130931,24,22.034541336802,733.716666666667,93.6844681940209,0.127684803208351,837.7,715.1,755.5,653,696,455.2,732.5,650.5,845.7,800.3,857.4,781.5
"Fam134b",0.000148860333355261,0.00213078824991129,24,3.901599663375,657.275,174.613865605289,0.265663330577444,555.9,795,1033.9,795,797.9,600.5,576.9,484.4,501.2,471.6,604,616.1
"Rwdd4a",0.000150252100170611,0.00214725228041248,24,15.4782814775761,783.0125,104.404210495561,0.133336582105088,822.9,646.4,661,630.5,841,680.4,922.6,856.5,934.8,860.4,804.9,735.6
"Gbp10||Gbp11||Gbp4||Gbp6||Gbp8||Gbp9",0.000151728177896548,0.00216593688794517,24,2.39198908087705,599.641666666667,153.157156476684,0.255414466656504,554.1,829.2,911.8,800.1,561.4,460.6,653.7,268.5,488,534.4,701.4,671.7
"NaN_4509",0.00015226841403948,0.00217170306040424,24,9.18359866132515,194.083333333333,30.6470261910263,0.157906532542858,186.3,169.1,216.7,208.3,219.3,213,209.7,217.4,211.2,140.6,170.8,178.4
"Uba52",0.000154004684369324,0.00219470563424276,24,22.5211070201354,3969.68333333333,758.429494817029,0.191055414533576,4778.6,4427.8,4039.9,3583.1,2806.9,3618,2709.8,3490.9,4370.8,4389.6,3954.2,4537.8
"Med11",0.000154371107920936,0.00219828598264413,24,21.9364915860956,334.570833333333,38.507924091246,0.115096476604344,398.7,341.1,348.5,305.6,339.9,254.6,304.4,302.6,380,313,382,375.4
"Nr1i3",0.000154379573030217,0.00219828598264413,24,10.6708785626193,2804.8375,416.863197730822,0.148622940805242,2436.1,2532,2065.7,2511.8,3367.6,3220.5,3050.4,2970.9,2925.7,2499.3,2409.9,2459.9
"Reps1",0.000154881764418024,0.00220413668828422,24,2.5625401875256,409.5,66.4526625681898,0.162277564269084,426.6,422.9,541.5,446.8,409.1,275.1,385.6,300.4,407.2,396.8,410.1,413
"Card10",0.000155440618449632,0.00220985470995406,24,8.9340918756772,242.583333333333,30.813785721429,0.127023506924476,248.7,210.7,249.8,284.2,262.3,237.5,271.3,247.3,231.3,214.6,211.2,217.4
"NaN_810",0.000156442066848173,0.00222231487369302,24,20.4766291589526,1399.37916666667,248.2851558367,0.177425219519394,1612.4,1369.6,1373.4,1178.2,1115.7,951.9,1208.6,1495.5,1684.7,1497.8,1597.5,1533.9
"NaN_286",0.000156809793505852,0.00222664896880754,24,0.53305169712635,277.666666666667,62.7815078243316,0.22610386971548,337.8,271.5,295.9,279.5,272.8,141.5,215.7,216.6,270.9,323.1,305.3,327.7
"Kdf1",0.000157732473001437,0.00223680199663007,24,22.5409149553917,219.866666666667,23.5761275902335,0.107229203715434,246.5,241.4,305.6,239.5,191.8,160.3,216.7,198.1,208.9,219.8,248.3,222.2
"Arsa",0.000158674247328849,0.00224863353448568,24,5.45847758919925,411.333333333333,86.8325362088981,0.211100169065392,377.3,429.1,521.8,511.9,470.9,394.7,440.4,270.8,357.4,327,409.2,401.5
"NaN_8875",0.00015890547955022,0.00224980365379123,24,6.57764747204395,172.183333333333,20.7540412328697,0.120534553670717,160.8,167.4,189.5,200.5,168.6,190.4,212.2,167.9,142.2,149.7,146.9,166.2
"NaN_10890",0.000158946641307334,0.00224980365379123,24,21.7303716610802,118.366666666667,20.8995866683859,0.176566488327676,128.8,138.9,130.7,90.5,101.1,83,112.4,107.4,130.8,152.3,144.6,119.4
